pitch_accel	pitch angle	motor0	motor1	motor2	motor3
15.367158	-515.221643	1347	1252	1347	1252
-18.181269	-513.456059	1241	1358	1241	1358
2.691449	-501.201916	1295	1304	1295	1304
12.949318	-479.414320	1346	1253	1346	1253
21.567350	-445.196342	1412	1187	1412	1187
-21.819178	-443.736267	1249	1350	1249	1350
3.944814	-431.623840	1304	1295	1304	1295
22.602253	-405.989933	1375	1224	1375	1224
-19.753088	-403.900576	1257	1342	1257	1342
13.828785	-386.839128	1334	1265	1334	1265
22.700081	-359.822083	1387	1212	1387	1212
25.505138	-333.549881	1387	1212	1387	1212
-24.945383	-332.907867	1259	1340	1259	1340
-15.008200	-331.532478	1263	1336	1263	1336
5.972151	-317.753625	1327	1272	1327	1272
-24.673536	-324.169421	1225	1374	1225	1374
15.075479	-307.291126	1344	1255	1344	1255
-21.829945	-309.709930	1247	1352	1247	1352
-20.448877	-314.086556	1237	1362	1237	1362
16.564219	-296.039200	1351	1248	1351	1248
-28.747114	-305.500674	1213	1386	1213	1386
0.019543	-297.981834	1298	1301	1298	1301
-13.372691	-297.945738	1261	1338	1261	1338
1.584942	-292.992854	1286	1313	1286	1313
28.576391	-271.071696	1374	1225	1374	1225
-28.232758	-281.419539	1211	1388	1211	1388
25.869158	-261.026740	1367	1232	1367	1232
28.417976	-239.322734	1377	1222	1377	1222
14.957328	-226.356363	1335	1264	1335	1264
-21.128157	-233.293700	1235	1364	1235	1364
2.028528	-230.999207	1281	1318	1281	1318
17.900703	-216.693878	1343	1256	1343	1256
-21.739811	-226.334143	1222	1377	1222	1377
8.158271	-220.110798	1302	1297	1302	1297
-0.868832	-218.835020	1277	1322	1277	1322
-14.055072	-226.232123	1233	1366	1233	1366
-0.036603	-224.566793	1279	1320	1279	1320
-24.346474	-238.510299	1199	1400	1199	1400
17.779129	-230.357528	1310	1289	1310	1289
15.724507	-221.550369	1315	1284	1315	1284
-23.711996	-235.619044	1199	1400	1199	1400
10.464407	-229.769158	1299	1300	1299	1300
-8.900432	-236.081314	1237	1362	1237	1362
-6.126093	-241.572738	1241	1358	1241	1358
4.942346	-239.306951	1280	1319	1280	1319
5.501693	-236.951399	1280	1319	1280	1319
-11.531170	-243.505597	1235	1364	1235	1364
-8.223098	-249.011421	1240	1359	1240	1359
2.149070	-248.353720	1270	1329	1270	1329
-11.734770	-255.782104	1229	1370	1229	1370
-2.535234	-258.305120	1253	1346	1253	1346
5.612066	-256.463957	1275	1324	1275	1324
9.983881	-251.455092	1292	1307	1292	1307
-2.319899	-252.744889	1260	1339	1260	1339
-9.954519	-258.500242	1237	1362	1237	1362
-2.866341	-259.624672	1260	1339	1260	1339
4.922002	-256.271672	1283	1316	1283	1316
-9.332950	-260.237122	1246	1353	1246	1353
-10.715796	-265.322685	1240	1359	1240	1359
6.824975	-260.090923	1292	1307	1292	1307
-14.090352	-266.349745	1234	1365	1234	1365
-1.189845	-265.348506	1270	1329	1270	1329
6.216862	-259.488106	1295	1304	1295	1304
-13.301643	-263.631654	1245	1354	1245	1354
4.324508	-259.612513	1286	1313	1286	1313
-11.257047	-262.778306	1249	1350	1249	1350
0.911687	-259.886456	1280	1319	1280	1319
-1.196383	-256.117868	1285	1314	1285	1314
-0.946777	-252.746487	1283	1316	1283	1316
-9.382773	-255.737162	1251	1348	1251	1348
5.478650	-248.555923	1303	1296	1303	1296
11.298685	-237.668443	1323	1276	1323	1276
-12.405310	-239.985657	1257	1342	1257	1342
7.084793	-232.653236	1306	1293	1306	1293
-5.653508	-230.699658	1279	1320	1279	1320
-2.563698	-227.705002	1285	1314	1285	1314
5.701853	-218.817663	1315	1284	1315	1284
-1.642047	-214.026260	1296	1303	1296	1303
-13.994269	-217.393279	1254	1345	1254	1345
6.584749	-208.581591	1316	1283	1316	1283
-7.064353	-206.547642	1283	1316	1283	1316
-12.199342	-208.996344	1260	1339	1260	1339
5.887705	-200.978065	1313	1286	1313	1286
-11.109830	-201.936436	1268	1331	1268	1331
-6.921022	-202.842426	1269	1330	1269	1330
20.484875	-185.768926	1361	1238	1361	1238
-22.072592	-192.046046	1243	1356	1243	1356
-24.573410	-200.637078	1231	1368	1231	1368
-11.419313	-202.243352	1265	1334	1265	1334
11.785661	-190.711546	1332	1267	1332	1267
-27.950319	-203.277779	1210	1389	1210	1389
1.028417	-198.760045	1296	1303	1296	1303
-2.671616	-195.126414	1292	1307	1292	1307
-19.822222	-198.000872	1259	1340	1259	1340
-30.337774	-210.307813	1211	1388	1211	1388
-9.846992	-213.029599	1258	1341	1258	1341
3.640478	-208.377457	1296	1303	1296	1303
-12.817622	-212.788391	1250	1349	1250	1349
-8.141987	-217.492390	1248	1351	1248	1351
30.621019	-198.185623	1370	1229	1370	1229
-18.715670	-204.438543	1242	1357	1242	1357
0.126108	-203.590512	1277	1322	1277	1322
11.204464	-195.527780	1314	1285	1314	1285
-19.878942	-202.307439	1239	1360	1239	1360
-10.488324	-207.006001	1249	1350	1249	1350
19.041576	-193.250823	1343	1256	1343	1256
-31.320847	-206.797099	1205	1394	1205	1394
3.335483	-205.674481	1278	1321	1278	1321
19.115026	-197.098875	1317	1282	1317	1282
-29.987617	-213.521075	1190	1409	1190	1409
-23.863255	-225.450492	1211	1388	1211	1388
11.107779	-217.870569	1309	1290	1309	1290
-25.842508	-230.115151	1208	1391	1208	1391
-23.375031	-241.594768	1211	1388	1211	1388
21.432535	-226.894188	1343	1256	1343	1256
-35.359390	-243.106318	1187	1412	1187	1412
-20.653490	-254.068208	1212	1387	1212	1387
17.699198	-241.326427	1332	1267	1332	1267
-27.025614	-249.134064	1228	1371	1228	1371
-17.039660	-254.133749	1241	1358	1241	1358
-30.804979	-269.432282	1188	1411	1188	1411
15.804326	-259.378171	1316	1283	1316	1283
-16.102221	-263.470674	1245	1354	1245	1354
-36.409035	-279.849005	1181	1418	1181	1418
32.039448	-259.453011	1367	1232	1367	1232
-15.895065	-262.188292	1252	1347	1252	1347
-23.309134	-271.906018	1216	1383	1216	1383
-30.784109	-281.094384	1217	1382	1217	1382
-24.509892	-289.728093	1219	1380	1219	1380
14.825452	-276.347256	1330	1269	1330	1269
25.024298	-255.736089	1369	1230	1369	1230
-17.256420	-258.196783	1254	1345	1254	1345
-3.277451	-255.461240	1280	1319	1280	1319
-33.229492	-264.482617	1220	1379	1220	1379
40.023190	-237.102699	1405	1194	1405	1194
32.744911	-207.888031	1418	1181	1418	1181
-10.529449	-205.423641	1285	1314	1285	1314
-18.720459	-209.064960	1254	1345	1254	1345
24.285749	-188.137054	1379	1220	1379	1220
8.043356	-175.874031	1338	1261	1338	1261
-28.008202	-184.561884	1232	1367	1232	1367
30.825329	-161.044633	1396	1203	1396	1203
4.461619	-148.843634	1341	1258	1341	1258
-8.770690	-146.109760	1294	1305	1294	1305
11.227348	-132.748711	1349	1250	1349	1250
-17.355869	-134.602141	1273	1326	1273	1326
5.798380	-125.248182	1330	1269	1330	1269
17.351961	-107.534277	1374	1225	1374	1225
-16.652988	-109.573638	1275	1324	1275	1324
19.616674	-91.139865	1380	1219	1380	1219
-0.071324	-85.355902	1317	1282	1317	1282
-6.049479	-83.295268	1299	1300	1299	1300
10.094407	-69.562274	1359	1240	1359	1240
-18.977787	-74.506438	1265	1334	1265	1334
8.261754	-65.214109	1337	1262	1337	1262
-14.595569	-66.795671	1283	1316	1283	1316
-10.239744	-67.545825	1287	1312	1287	1312
8.595819	-57.323879	1343	1256	1343	1256
-6.094934	-55.784267	1300	1299	1300	1299
0.882492	-50.784230	1318	1281	1318	1281
-8.270048	-50.731480	1293	1306	1293	1306
-2.492787	-48.343846	1305	1294	1305	1294
0.606399	-44.518420	1313	1286	1313	1286
-8.767872	-45.434982	1289	1310	1289	1310
13.429933	-35.632086	1344	1255	1344	1255
-19.946302	-42.409459	1260	1339	1260	1339
-9.667956	-45.048526	1280	1319	1280	1319
4.258288	-38.917008	1325	1274	1325	1274
-16.272680	-45.657605	1260	1339	1260	1339
-17.941698	-53.056961	1256	1343	1256	1343
20.400679	-38.967535	1365	1234	1365	1234
-19.533186	-47.508451	1251	1348	1251	1348
3.737648	-44.564366	1308	1291	1308	1291
-6.518701	-44.643039	1293	1306	1293	1306
-15.583817	-51.951230	1256	1343	1256	1343
-1.280817	-52.641106	1289	1310	1289	1310
10.694977	-45.246968	1331	1268	1331	1268
-14.771835	-52.067345	1259	1340	1259	1340
-1.439291	-51.138061	1297	1302	1297	1302
9.979482	-42.400652	1338	1261	1338	1261
-13.550077	-49.110144	1260	1339	1260	1339
10.678425	-42.664695	1326	1273	1326	1273
-19.099531	-49.937695	1257	1342	1257	1342
-18.165331	-58.404374	1250	1349	1250	1349
16.760801	-46.816152	1351	1248	1351	1248
-16.938652	-55.052131	1251	1348	1251	1348
-1.850242	-54.478592	1295	1304	1295	1304
1.734209	-50.385433	1313	1286	1313	1286
-1.735702	-51.444644	1288	1311	1288	1311
-19.506842	-60.964441	1244	1355	1244	1355
-26.196924	-73.381585	1228	1371	1228	1371
25.691698	-56.517094	1376	1223	1376	1223
-27.555485	-70.439923	1221	1378	1221	1378
7.343843	-64.237314	1322	1277	1322	1277
4.342077	-58.000660	1323	1276	1323	1276
-5.082698	-60.405833	1280	1319	1280	1319
30.997534	-41.244802	1390	1209	1390	1209
-21.664379	-48.838431	1255	1344	1255	1344
14.167060	-40.462023	1336	1263	1336	1263
33.383087	-18.432815	1407	1192	1407	1192
-32.269569	-33.842123	1218	1381	1218	1381
-16.122963	-39.846286	1264	1335	1264	1335
18.482475	-26.276886	1364	1235	1364	1235
-23.394924	-36.817440	1242	1357	1242	1357
13.773968	-24.742046	1357	1242	1357	1242
-12.614379	-28.506124	1277	1322	1277	1322
7.455375	-23.228002	1323	1276	1323	1276
29.241699	-4.097746	1394	1205	1394	1205
-21.834909	-12.651083	1255	1344	1255	1344
19.135166	2.420355	1375	1224	1375	1224
11.386630	9.178951	1334	1265	1334	1265
13.067333	19.415036	1353	1246	1353	1246
-12.573489	15.095441	1280	1319	1280	1319
5.991763	21.892320	1336	1263	1336	1263
-2.801543	23.932964	1313	1286	1313	1286
-1.726996	24.465147	1305	1294	1305	1294
-3.655852	24.975970	1305	1294	1305	1294
2.943286	29.533884	1326	1273	1326	1273
-15.013624	24.643832	1278	1321	1278	1321
15.793353	34.535810	1353	1246	1353	1246
-9.404226	32.280394	1292	1307	1292	1307
7.820470	37.068397	1328	1271	1328	1271
21.855303	50.987160	1376	1223	1376	1223
-24.217299	39.760828	1249	1350	1249	1350
23.626835	54.344493	1379	1220	1379	1220
-10.106483	49.617958	1282	1317	1282	1317
10.853944	55.431783	1336	1263	1336	1263
-13.267200	51.766735	1288	1311	1288	1311
-17.970274	41.915226	1256	1343	1256	1343
21.415113	55.323404	1374	1225	1374	1225
-20.688990	44.391418	1251	1348	1251	1348
-4.639054	41.523826	1291	1308	1291	1308
4.534336	46.301195	1329	1270	1329	1270
-9.090888	40.110010	1274	1325	1274	1325
25.047977	55.540913	1384	1215	1384	1215
-18.296537	46.039569	1258	1341	1258	1341
17.611708	55.074364	1352	1247	1352	1247
9.073466	60.168171	1333	1266	1333	1266
-12.952024	52.735710	1269	1330	1269	1330
10.665704	58.909923	1338	1261	1338	1261
-12.419218	52.813458	1276	1323	1276	1323
9.252183	57.324535	1329	1270	1329	1270
-6.641425	52.988595	1285	1314	1285	1314
5.800285	54.937142	1316	1283	1316	1283
-2.822950	53.727341	1300	1299	1300	1299
-14.817053	45.009825	1262	1337	1262	1337
14.672348	51.899588	1341	1258	1341	1258
-4.262381	48.391178	1288	1311	1288	1311
0.797598	47.331941	1300	1299	1300	1299
1.692689	48.412663	1311	1288	1311	1288
-16.701910	38.260502	1254	1345	1254	1345
20.994650	48.090750	1355	1244	1355	1244
16.908388	55.265510	1342	1257	1342	1257
-12.477170	48.266131	1271	1328	1271	1328
-12.880229	40.416324	1266	1333	1266	1333
24.253304	52.893126	1369	1230	1369	1230
-5.405360	49.110588	1287	1312	1287	1312
3.823044	47.107542	1296	1303	1296	1303
-9.966312	39.962813	1269	1330	1269	1330
18.802259	50.841492	1360	1239	1360	1239
0.970443	51.338428	1309	1290	1309	1290
-9.270850	44.253743	1270	1329	1270	1329
12.626359	50.810242	1339	1260	1339	1260
8.358557	55.625910	1331	1268	1331	1268
-10.058971	48.612031	1271	1328	1271	1328
11.388762	52.849036	1328	1271	1328	1271
-6.718609	49.650681	1290	1309	1290	1309
-13.839591	40.761808	1260	1339	1260	1339
19.084515	51.411611	1359	1240	1359	1240
3.735436	49.449506	1296	1303	1296	1303
12.683447	56.537294	1342	1257	1342	1257
-7.150283	52.989459	1289	1310	1289	1310
-11.880317	44.658720	1264	1335	1264	1335
10.938019	50.616169	1336	1263	1336	1263
-10.260642	44.280136	1274	1325	1274	1325
14.624300	49.793097	1333	1266	1333	1266
10.721562	56.541359	1341	1258	1341	1258
-4.786992	53.085595	1289	1310	1289	1310
11.410792	57.193053	1327	1272	1327	1272
-20.997812	45.159751	1245	1354	1245	1354
-2.025741	43.454602	1297	1302	1297	1302
4.511977	45.844638	1317	1282	1317	1282
-15.501255	36.345786	1257	1342	1257	1342
18.375912	44.936338	1348	1251	1348	1251
17.938507	53.850865	1351	1248	1351	1248
-19.977276	40.719590	1239	1360	1239	1360
9.936286	45.860499	1331	1268	1331	1268
-4.939292	43.201411	1292	1307	1292	1307
-23.182629	27.449751	1224	1375	1224	1375
26.483767	39.603698	1365	1234	1365	1234
10.553758	45.185849	1333	1266	1333	1266
12.157043	51.710033	1339	1260	1339	1260
-17.400761	40.014905	1246	1353	1246	1353
17.384392	47.438198	1343	1256	1343	1256
-14.522760	38.574252	1260	1339	1260	1339
-27.843533	20.392726	1211	1388	1211	1388
-21.510826	3.970071	1218	1381	1218	1381
23.023222	15.487395	1359	1240	1359	1240
-8.798489	12.000090	1284	1315	1284	1315
-21.334280	-2.792639	1225	1374	1225	1374
28.707705	10.496996	1367	1232	1367	1232
5.396754	13.101463	1314	1285	1314	1285
-18.657997	-0.048564	1234	1365	1234	1365
22.273149	9.835771	1350	1249	1350	1249
-10.527650	4.291306	1272	1327	1272	1327
-30.024479	-12.749971	1213	1386	1213	1386
22.845860	-0.998586	1358	1241	1358	1241
10.156567	3.825583	1324	1275	1324	1275
-23.825611	-11.115177	1224	1375	1224	1375
9.442001	-7.209788	1318	1281	1318	1281
-3.617127	-10.002651	1284	1315	1284	1315
-0.512862	-12.085608	1288	1311	1288	1311
22.274649	-1.050389	1354	1245	1354	1245
14.184793	6.164288	1336	1263	1336	1263
-17.866604	-4.780794	1244	1355	1244	1355
3.694501	-2.809399	1309	1290	1309	1290
-4.282475	-4.410847	1291	1308	1291	1308
-12.648531	-14.569966	1247	1352	1247	1352
16.184031	-7.150429	1336	1263	1336	1263
-3.325377	-8.510586	1292	1307	1292	1307
-8.155499	-14.221165	1269	1330	1269	1330
11.792639	-8.353490	1328	1271	1328	1271
1.076667	-8.875515	1296	1303	1296	1303
-7.185288	-14.421679	1270	1329	1270	1329
18.046907	-4.984747	1346	1253	1346	1253
-13.374609	-12.177823	1262	1337	1262	1337
-14.272590	-19.663340	1260	1339	1260	1339
11.281764	-13.948353	1326	1273	1326	1273
1.115810	-14.375106	1295	1304	1295	1304
-4.214533	-17.075813	1284	1315	1284	1315
-3.441502	-21.130757	1277	1322	1277	1322
-1.385479	-22.386405	1290	1309	1290	1309
2.286042	-20.989487	1304	1295	1304	1295
-14.826619	-29.332912	1254	1345	1254	1345
9.779506	-23.792511	1324	1275	1324	1275
4.912129	-21.213894	1310	1289	1310	1289
5.792276	-18.010598	1313	1286	1313	1286
-6.847536	-21.591499	1279	1320	1279	1320
-3.504559	-24.402726	1282	1317	1282	1317
8.262396	-19.633543	1321	1278	1321	1278
-13.904614	-27.454418	1257	1342	1257	1342
4.958005	-24.662882	1310	1289	1310	1289
-5.796534	-26.275831	1288	1311	1288	1311
-13.052039	-33.875358	1257	1342	1257	1342
11.393308	-28.114030	1325	1274	1325	1274
7.207785	-23.517306	1319	1280	1319	1280
11.654724	-15.464556	1338	1261	1338	1261
-9.222078	-20.789807	1270	1329	1270	1329
-15.916206	-31.157148	1244	1355	1244	1355
18.323650	-22.511104	1340	1259	1340	1259
-1.713775	-26.549366	1276	1323	1276	1323
-5.254622	-35.009176	1253	1346	1253	1346
19.213839	-27.713552	1332	1267	1332	1267
-17.804417	-43.207386	1217	1382	1217	1382
17.146585	-42.904842	1295	1304	1295	1304
23.454109	-37.552518	1321	1278	1321	1278
-18.380791	-57.554388	1192	1407	1192	1407
-1.181120	-68.683219	1235	1364	1235	1364
14.748730	-68.822294	1290	1309	1290	1309
-18.301910	-90.943301	1177	1422	1177	1422
15.413213	-99.242854	1245	1354	1245	1354
29.219824	-95.472205	1306	1293	1306	1293
-22.528612	-120.638740	1158	1441	1158	1441
-17.660683	-145.003331	1159	1440	1159	1440
25.766806	-147.583354	1267	1332	1267	1332
7.175804	-157.887375	1228	1371	1228	1371
-16.667913	-184.787548	1141	1458	1141	1458
23.753250	-188.256502	1258	1341	1258	1341
-14.583047	-220.760751	1109	1490	1109	1490
27.656385	-224.518061	1252	1347	1252	1347
24.462414	-225.854373	1263	1336	1263	1336
-37.679504	-264.298296	1073	1526	1073	1526
-20.354223	-292.246938	1122	1477	1122	1477
18.799055	-299.280000	1225	1374	1225	1374
15.388527	-315.683508	1177	1422	1177	1422
17.062288	-325.202537	1210	1389	1210	1389
-12.568639	-352.110243	1119	1480	1119	1480
-7.270033	-371.506786	1154	1445	1154	1445
-5.195445	-390.504217	1154	1445	1154	1445
-18.163710	-417.055273	1113	1486	1113	1486
-6.168991	-436.603165	1145	1454	1145	1454
12.675364	-445.503855	1197	1402	1197	1402
-17.072870	-467.155218	1131	1468	1131	1468
-13.381873	-486.190414	1141	1458	1141	1458
-19.522768	-509.856081	1115	1484	1115	1484
-34.046280	-541.721392	1070	1529	1070	1529
26.014832	-542.209291	1226	1373	1226	1373
19.675297	-543.326998	1223	1376	1223	1376
-3.438830	-553.865242	1175	1424	1175	1424
3.490605	-559.335184	1199	1400	1199	1400
-24.443851	-579.498672	1123	1476	1123	1476
-31.319296	-604.354239	1097	1502	1097	1502
-19.940409	-625.065470	1115	1484	1115	1484
-22.170132	-643.926859	1122	1477	1122	1477
6.253333	-648.499060	1192	1407	1192	1407
14.923126	-645.095539	1233	1366	1233	1366
-0.086063	-649.375916	1194	1405	1194	1405
14.243536	-646.292639	1231	1368	1231	1368
-22.848822	-661.350775	1138	1461	1138	1461
-25.056141	-680.585098	1115	1484	1115	1484
-13.486795	-691.283751	1156	1443	1156	1443
-1.807916	-695.597649	1187	1412	1187	1412
-6.919061	-702.711582	1173	1426	1173	1426
9.121782	-699.310637	1225	1374	1225	1374
-9.318394	-706.661129	1171	1428	1171	1428
-11.852072	-715.036535	1165	1434	1165	1434
-15.398289	-724.260187	1159	1440	1159	1440
-19.562477	-738.620090	1132	1467	1132	1467
-11.710479	-751.594734	1137	1462	1137	1462
-8.302053	-758.958960	1164	1435	1164	1435
-9.103374	-765.433216	1168	1431	1168	1431
-17.075613	-778.570318	1133	1466	1133	1466
-13.127719	-790.030575	1139	1460	1139	1460
-19.455912	-803.572941	1127	1472	1127	1472
-15.645297	-827.291489	1073	1526	1073	1526
-14.565558	-838.685894	1133	1466	1133	1466
-11.863139	-852.142906	1121	1478	1121	1478
-2.720370	-857.309246	1162	1437	1162	1437
-7.909447	-867.786121	1134	1465	1134	1465
-15.511863	-881.515694	1116	1483	1116	1483
-5.881670	-891.247368	1135	1464	1135	1464
-23.297144	-910.747814	1084	1515	1084	1515
-28.415701	-936.836815	1047	1552	1047	1552
-29.191404	-970.958996	1003	1596	1003	1596
6.290510	-978.844738	1133	1466	1133	1466
-2.302770	-989.978409	1115	1484	1115	1484
-6.222002	-1002.750206	1105	1494	1105	1494
6.758126	-1008.111858	1142	1457	1142	1457
-14.733323	-1023.515797	1089	1510	1089	1510
0.910545	-1030.781364	1129	1470	1129	1470
-6.992607	-1042.873478	1103	1496	1103	1496
-8.450578	-1054.366016	1105	1494	1105	1494
3.297870	-1058.065987	1143	1456	1143	1456
-14.591621	-1070.238686	1099	1500	1099	1500
0.726863	-1075.101852	1135	1464	1135	1464
-15.634596	-1087.292480	1097	1502	1097	1502
0.191302	-1091.285229	1138	1461	1138	1461
-9.193088	-1100.497627	1110	1489	1110	1489
-3.092680	-1105.592251	1130	1469	1130	1469
-26.130171	-1122.895336	1067	1532	1067	1532
-11.493382	-1132.134247	1106	1493	1106	1493
-18.968729	-1144.412136	1089	1510	1089	1510
-15.191528	-1154.555702	1099	1500	1099	1500
-18.724609	-1166.768265	1087	1512	1087	1512
-20.854740	-1179.502201	1082	1517	1082	1517
-17.046093	-1190.411282	1090	1509	1090	1509
-15.890991	-1198.899555	1101	1498	1101	1498
-18.660980	-1212.163830	1076	1523	1076	1523
-9.758544	-1218.613243	1109	1490	1109	1490
3.810140	-1217.716122	1145	1454	1145	1454
-13.294054	-1223.606491	1111	1488	1111	1488
6.135665	-1220.131874	1158	1441	1158	1441
-12.225579	-1226.811886	1106	1493	1106	1493
-5.884271	-1234.012032	1103	1496	1103	1496
4.724687	-1230.788517	1155	1444	1155	1444
-7.322637	-1236.537170	1110	1489	1110	1489
-24.409735	-1250.089645	1069	1530	1069	1530
-12.088167	-1257.499886	1099	1500	1099	1500
2.727783	-1256.337070	1142	1457	1142	1457
-13.573983	-1263.529491	1099	1500	1099	1500
-2.539777	-1266.918755	1118	1481	1118	1481
-9.697062	-1272.715855	1105	1494	1105	1494
-3.646787	-1275.584316	1119	1480	1119	1480
-10.271684	-1282.356644	1099	1500	1099	1500
-7.557281	-1288.744736	1100	1499	1100	1499
-8.482935	-1294.911575	1100	1499	1100	1499
-8.352983	-1301.435471	1098	1501	1098	1501
-9.893630	-1308.409119	1094	1505	1094	1505
-10.475750	-1316.153717	1090	1509	1090	1509
-19.221128	-1328.540421	1065	1534	1065	1534
-5.865684	-1334.246922	1097	1502	1097	1502
-12.235346	-1342.848492	1082	1517	1082	1517
-9.312625	-1350.408936	1086	1513	1086	1513
-6.412145	-1355.827522	1096	1503	1096	1503
-20.654602	-1369.248676	1054	1545	1054	1545
-11.614775	-1378.840637	1072	1527	1072	1527
-25.067644	-1395.108318	1037	1562	1037	1562
-5.065934	-1400.276852	1091	1508	1091	1508
-21.477514	-1413.947392	1047	1552	1047	1552
-8.579015	-1421.331406	1078	1521	1078	1521
-17.694475	-1433.306885	1053	1546	1053	1546
-11.865364	-1441.587543	1071	1528	1071	1528
-13.053973	-1450.165749	1068	1531	1068	1531
-27.912264	-1466.011333	1030	1569	1030	1569
-20.523643	-1478.086472	1047	1552	1047	1552
-16.624109	-1488.124371	1056	1543	1056	1543
-14.697480	-1496.131516	1065	1534	1065	1534
-15.846545	-1511.344910	1027	1572	1027	1572
-13.692163	-1519.000053	1064	1535	1064	1535
-13.014707	-1525.949669	1066	1533	1066	1533
-20.389105	-1535.773945	1051	1548	1051	1548
-20.330189	-1545.161819	1052	1547	1052	1547
-16.420557	-1552.734470	1060	1539	1060	1539
-19.456701	-1564.318562	1038	1561	1038	1561
-11.715882	-1569.552994	1069	1530	1069	1530
-26.094498	-1582.387733	1029	1570	1029	1570
-17.439657	-1588.524246	1062	1537	1062	1537
-18.896587	-1595.526886	1057	1542	1057	1542
-19.802511	-1603.412819	1051	1548	1051	1548
-18.757341	-1613.551331	1039	1560	1039	1560
-12.174812	-1620.000458	1056	1543	1056	1543
-12.464135	-1623.539162	1070	1529	1070	1529
-15.034636	-1628.765297	1061	1538	1061	1538
-17.573225	-1635.395432	1054	1545	1054	1545
-15.362077	-1640.209961	1062	1537	1062	1537
-23.057859	-1648.879051	1042	1557	1042	1557
-10.955664	-1652.378082	1067	1532	1067	1532
-15.057917	-1656.860542	1061	1538	1061	1538
-18.821934	-1663.506699	1050	1549	1050	1549
-20.308144	-1670.850563	1045	1554	1045	1554
-18.259918	-1677.239037	1049	1550	1049	1550
-7.641232	-1679.208565	1071	1528	1071	1528
-21.482473	-1688.238716	1035	1564	1035	1564
-12.289782	-1692.338181	1059	1540	1059	1540
-8.016900	-1694.079018	1070	1529	1070	1529
-18.051691	-1700.872421	1044	1555	1044	1555
-15.454137	-1706.461906	1049	1550	1049	1550
-21.674181	-1715.909386	1029	1570	1029	1570
-17.773121	-1722.522926	1042	1557	1042	1557
-20.599634	-1730.403709	1035	1564	1035	1564
-15.921911	-1735.461807	1048	1551	1048	1551
-19.751022	-1742.670250	1037	1562	1037	1562
-15.116043	-1748.106956	1045	1554	1045	1554
-23.742380	-1757.592201	1023	1576	1023	1576
-14.448559	-1762.412834	1046	1553	1046	1553
-21.214176	-1769.866371	1032	1567	1032	1567
-14.861156	-1779.809189	1018	1581	1018	1581
-20.290491	-1787.393379	1029	1570	1029	1570
-21.795565	-1795.166588	1027	1572	1027	1572
-11.458901	-1797.611237	1053	1546	1053	1546
-18.126566	-1803.490257	1035	1564	1035	1564
-29.430662	-1819.138145	985	1614	985	1614
-19.810026	-1826.546097	1025	1574	1025	1574
-23.310574	-1836.816788	1009	1590	1009	1590
-23.565178	-1846.158028	1013	1586	1013	1586
-16.528162	-1851.481819	1032	1567	1032	1567
-19.216957	-1858.526993	1022	1577	1022	1577
-23.664362	-1867.265129	1013	1586	1013	1586
-18.267452	-1872.258759	1031	1568	1031	1568
-19.890476	-1879.312325	1020	1579	1020	1579
-20.575275	-1887.050056	1015	1584	1015	1584
-20.710892	-1895.514679	1011	1588	1011	1588
-19.494070	-1902.035332	1019	1580	1019	1580
-19.553358	-1909.641457	1013	1586	1013	1586
-21.471664	-1917.540169	1010	1589	1010	1589
-18.356056	-1924.629402	1014	1585	1014	1585
-22.011120	-1933.087730	1006	1593	1006	1593
-24.555813	-1942.463684	1000	1599	1000	1599
-20.625977	-1949.902725	1009	1590	1009	1590
-14.642962	-1954.504776	1022	1577	1022	1577
-20.203865	-1962.318802	1005	1594	1005	1594
-22.234388	-1970.152092	1004	1595	1004	1595
-17.720760	-1975.632286	1015	1584	1015	1584
-20.394327	-1981.217575	1014	1585	1014	1585
-19.765984	-1987.570763	1009	1590	1009	1590
-16.893026	-1992.750549	1014	1585	1014	1585
-18.163036	-1997.600555	1015	1584	1015	1584
-20.815521	-2003.828621	1008	1591	1008	1591
-20.844158	-2009.560394	1009	1590	1009	1590
-19.626743	-2014.346695	1013	1586	1013	1586
-20.822742	-2019.149208	1013	1586	1013	1586
-21.266479	-2024.393272	1010	1589	1010	1589
-18.927927	-2028.463364	1015	1584	1015	1584
-18.651245	-2031.724548	1019	1580	1019	1580
-17.406145	-2033.337212	1027	1572	1027	1572
-19.798845	-2037.934113	1011	1588	1011	1588
-20.200056	-2040.144348	1023	1576	1023	1576
-16.800192	-2039.737129	1036	1563	1036	1563
-16.692421	-2038.289070	1041	1558	1041	1558
-26.747568	-2042.490959	1013	1586	1013	1586
-20.724586	-2043.043709	1031	1568	1031	1568
-22.771704	-2043.900871	1029	1570	1029	1570
-17.799225	-2041.713333	1045	1554	1045	1554
-26.113483	-2043.640327	1024	1575	1024	1575
-24.124603	-2044.275093	1030	1569	1030	1569
-26.127560	-2045.946693	1025	1574	1025	1574
-23.421293	-2044.315338	1042	1557	1042	1557
-30.123238	-2044.217682	1034	1565	1034	1565
-25.192360	-2043.584442	1037	1562	1037	1562
-25.655426	-2043.553352	1034	1565	1034	1565
-25.011835	-2043.321228	1035	1564	1035	1564
-17.401649	-2038.016701	1061	1538	1061	1538
-29.985846	-2037.941551	1035	1564	1035	1564
-26.512228	-2037.024307	1039	1560	1039	1560
-24.975405	-2034.482193	1047	1552	1047	1552
-20.908098	-2030.132103	1057	1542	1057	1542
-34.001141	-2032.873535	1021	1578	1021	1578
